Start x,Start y,End x,End y,Start Move,End Move,Comboer Character,Comboee Character,Start %,End %,Frames Between Moves,Stage
37.034794,39.25334,6.8403354,54.721565,11,15,1,22,39.79,66.25,67,28
23.2753,0.0089,22.577545,0.0089,2,3,22,1,0,8,10,28
36.266006,30.2426,56.71738,38.7623,8,8,1,22,30.279999,47.29,29,28
-30.638353,59.974922,-42.11965,86.422195,21,16,22,22,19.46,42.559998,48,28
-58.351265,0.0089,-85.42835,-2.0372071,8,15,22,22,56.319996,74.049995,47,28
-34.906303,9.188902,-38.523766,-0.14303017,5,5,22,22,0,3.73,27,28
-81.62577,-12.296789,-86.84728,20.358406,8,15,22,22,85.049995,107.60999,50,28
11.263163,0.0089,-0.9516803,6.555347,21,21,22,22,12,27.279999,50,28
-21.409187,10.5847645,-17.39038,-0.82960725,8,21,22,22,33.92,48.879997,37,28
-17.39038,-0.82960725,-3.0953393,16.20861,21,16,22,22,42.559998,54.879997,53,28
-64.50282,-3.9578047,-80.54332,20.111523,8,17,22,22,77.46,98.01,47,28
61.035164,25.316456,81.64478,5.6408386,16,15,22,22,28.06,53.059998,39,28
48.21132,0.0089,32.16708,24.38966,21,16,22,22,61.609997,78.61,56,28
-5.7005296,0.0001,-17.377748,13.831397,21,17,22,22,15,34.04,46,31
-17.377748,13.831397,-22.326601,0.0001,17,21,22,22,23,41.4,27,31
-22.326601,0.0001,-35.498528,27.032648,21,16,22,22,34.04,56.5,53,31
-44.332836,27.2001,-57.64275,31.765347,21,17,22,22,22.84,40.6,54,31
-62.56818,0.0001,-71.610016,-8.130059,8,21,22,22,40.6,55.69,39,31
-2.6749814,54.4001,9.479766,60.374825,21,13,22,22,12,29.920002,50,31
63.268127,0.0001,82.150345,35.88247,21,17,22,22,90.95,110.38999,61,31
2.047583,0.0001,6.884606,0.0001,17,21,22,22,7,25.32,23,31
28.948656,27.2001,27.373913,43.892746,8,16,22,22,79.259995,98.259995,57,31
-5.4350233,0.0001,15.174992,52.32126,21,17,22,22,116.74,136.42,61,31
-64.81515,0.0001,-57.065495,2.1866531,16,16,1,22,22.15,41.87,48,3
-57.065495,2.1866531,-57.246487,22.973852,16,13,1,22,37.67,63.879997,50,3
-21.320967,0.0001,-11.081905,2.121689,2,3,1,22,116.36,124.36,20,3
68.694336,17.187542,56.746,1.4621446,55,11,1,22,60.030003,83.670006,44,3
-3.8206122,0.0001,-8.161534,0.0001,17,21,1,22,4.65,17.45,30,3
23.099356,0.002875,12.711142,-3.361896,8,21,22,22,47.739998,63.539997,42,2
9.5329,53.67984,24.253094,66.996376,8,21,22,22,69.78,84.23,47,2
60.308502,0.623875,72.51475,7.088629,21,21,22,22,12,27.04,50,2
21.385048,0.002875,36.529728,16.776598,8,21,22,22,71.04,87.24,48,2
50.80695,10.959834,34.448666,40.472046,8,17,22,22,87.24,106.2,54,2
28.78314,19.27507,17.43927,27.43483,21,17,22,22,5.82,24.18,47,2
16.109316,0.002875,-10.436095,12.025014,21,15,22,22,24.18,46.38,49,2
-45.118557,14.133485,-29.97386,30.907248,8,11,22,22,71.899994,94.899994,48,2
16.706844,0.002875,29.079351,13.808129,21,21,22,22,12,27.279999,51,2
37.376972,18.048336,52.94919,28.638084,21,16,22,22,46.28,58.76,59,2
-44.71902,0.002875,-25.915707,44.43447,21,21,22,22,99.6,113.84,58,2
24.607716,27.2001,13.569909,47.286766,16,14,1,22,38.96,62.79,54,31
6.541129,0.0001,-6.551557,14.898666,21,17,22,22,29,47.4,50,3
-6.551557,14.898666,-1.9507556,0.0001,17,21,22,22,36.36,54.280003,24,3
-71.29512,21.269545,-81.13775,60.908764,8,17,22,22,96.36,115.32,62,3
17.319368,0.0001,5.71653,6.9237556,21,17,22,22,7,24.84,48,3
1.1184614,0.0001,-11.69735,12.264365,21,17,22,22,24.84,42.120003,50,3
-82.65623,2.7330399,-60.36069,37.445686,8,15,22,22,94.04,118.04,61,3
-37.691376,22.037876,-49.201244,31.176977,21,17,22,22,8.639999,28.039999,47,3
-30.432007,25.0001,-16.343185,43.176292,21,17,22,22,41.399998,59.44,52,3
25,25,34.189648,36.673748,8,8,22,22,50.939995,68.13,34,3
34.189648,36.673748,40.31094,48.1344,8,16,22,22,59.939995,76.329994,40,3
40.31094,48.1344,80.70069,52.534435,16,17,22,22,68.13,88.20999,47,3
40.55672,40.370678,35.17902,38.91544,8,11,1,22,39.83,66.83,36,28
-3.6283383,51.4254,-2.7781248,108.10513,8,15,1,22,71.48,97.19,62,28
-44.20446,0.0089,-56.27637,2.1628041,16,21,1,22,15.34,33.92,40,28
35.179855,16.994589,24.682457,-1.1947806,55,15,1,22,38.17,60.629997,41,28
-2.8938644,0.0089,-5.854787,0.0089,17,21,1,22,3.6,12.58,34,28
17.824293,0.0089,9.477138,12.476294,16,16,1,22,29.41,48.9,48,28
-45.171825,0.0089,-64.87083,31.7653,16,17,1,22,60.9,74.08,62,28
66.60852,15.697414,63.639595,12.30051,16,8,1,22,31.92,52.57,51,28
59.751236,0.0089,52.3416,11.743146,20,20,1,22,52.57,78.229996,41,28
59.291668,0.0089,28.465649,37.261852,20,15,1,22,104.37,131.55,59,28
14.11634,42.0001,26.153522,53.05622,21,17,22,22,15,34.04,48,8
30.46039,23.450098,15.88689,46.237686,21,21,22,22,49.04,63.440002,52,8
15.88689,46.237686,4.306478,92.227974,21,16,22,22,56.56,77.520004,41,8
-20.186249,0.0001,-0.8172866,49.81349,21,21,22,22,108.96001,122.96001,58,8
-0.8172866,49.81349,20.79648,96.1847,21,20,22,22,116.240005,138.96,66,8
-7.961542,0.0001,-18.999416,4.6484427,21,17,22,22,0,17.119999,47,8
